"60","50","931","1973-03-03 23:53:32"
"61","14","161","2014-07-30 01:13:49"
"62","70","615","2001-08-03 22:55:31"
"63","35","14","1976-10-16 18:00:18"
"64","59","1167","1988-07-28 07:44:04"
"65","96","1926","2011-10-30 20:58:03"
"66","67","679","1977-07-27 18:18:02"
"67","49","1270","1977-08-21 12:51:36"
"68","20","1348","1974-12-19 11:40:31"
"69","28","1231","2010-07-22 23:48:19"
"70","5","1077","2013-12-08 16:02:59"
"71","97","640","2001-01-03 16:24:29"
"72","51","1590","2001-05-07 19:59:57"
"73","37","12","2022-11-19 03:57:41"
"74","87","964","2015-08-11 09:03:44"
"75","84","246","2014-06-20 00:17:47"
"76","12","1140","1971-03-21 09:42:32"
"77","16","781","2020-12-24 11:01:19"
"78","13","365","1970-03-25 23:48:05"
"79","75","1285","2006-09-25 07:51:05"
"80","18","1697","1978-10-01 20:05:22"
"81","99","1138","1978-02-18 03:20:19"
"82","70","1236","2003-09-29 10:06:34"
"83","39","1465","1994-03-01 02:47:42"
"84","92","246","2002-10-02 22:48:53"
"85","85","1676","1987-07-05 15:16:51"
"86","25","1474","2019-06-21 01:49:14"
"87","89","1976","1992-09-19 16:32:38"
"88","0","210","1996-11-04 11:22:12"
"89","54","1607","2004-02-03 00:47:40"
"90","51","1080","2021-02-26 01:43:44"
"91","54","408","2000-06-06 12:27:01"
"92","0","1340","2023-09-04 18:17:29"
"93","84","917","2013-08-03 04:22:25"
"94","75","1899","2023-10-08 02:36:40"
"95","82","212","1983-04-26 18:55:07"
"96","13","1766","1989-04-08 23:53:14"
"97","9","1798","2016-10-08 04:20:53"
"98","53","1684","1991-02-14 22:49:53"
"99","89","612","1973-05-17 11:06:05"
"100","97","1605","2002-09-27 11:53:38"
"101","60","1754","1979-04-04 20:51:46"
"102","31","1591","1982-03-03 18:34:14"
"103","92","275","2001-11-28 13:49:44"
"104","88","530","1985-09-11 15:02:28"
"105","48","1539","1973-11-27 18:13:47"
"106","86","252","1997-03-01 05:59:20"
"107","98","730","2018-09-27 22:13:34"
"108","50","313","2009-12-05 07:04:34"
"109","84","1180","2002-06-04 07:29:48"
"110","64","1851","2016-06-13 17:02:22"
"111","51","501","2006-05-20 00:12:09"
"112","35","953","1991-06-04 19:05:03"
"113","39","1640","2002-10-12 13:26:04"
"114","63","1460","1999-10-16 10:20:22"
"115","86","1777","2002-04-18 08:28:55"
"116","35","1965","2014-05-17 08:08:28"
"117","76","1172","2012-11-09 23:03:53"
"118","69","1278","2007-10-26 17:44:58"
"119","77","1101","2018-01-26 18:14:01"
"120","93","988","1985-07-06 14:20:24"
"121","70","1129","2006-03-26 08:15:20"
"122","2","92","2003-08-04 14:47:31"
"123","4","961","2001-11-16 05:53:48"
"124","63","1223","1995-03-30 06:19:34"
"125","84","741","1977-04-27 23:11:39"
"126","91","769","1998-09-22 02:46:03"
"127","66","859","2008-04-21 18:09:59"
"128","12","899","1999-01-07 04:33:53"
"129","55","1596","1971-12-20 06:15:10"
"130","27","1090","1983-11-23 02:53:03"
"131","5","1801","2021-02-05 10:17:39"
"132","78","1629","2000-12-18 21:06:39"
"133","79","665","1986-02-07 16:18:30"
"134","72","1230","1994-06-03 14:57:27"
"135","70","1370","1997-08-13 11:08:30"
"136","42","1656","1992-12-23 01:27:04"
"137","74","1388","2022-04-10 23:02:10"
"138","39","80","2017-10-06 21:22:20"
"139","39","841","1986-07-04 06:27:20"
"140","22","1039","2006-05-23 14:25:26"
"141","36","1278","1974-12-28 16:47:38"
"142","25","983","1983-12-02 19:25:16"
"143","97","213","1970-05-19 00:23:25"
"144","89","1409","2013-07-08 09:12:27"
"145","3","1288","1984-01-06 10:50:54"
"146","3","1466","2008-07-17 08:09:35"
"147","4","1991","2014-03-15 22:00:10"
"148","37","875","2009-11-22 03:46:16"
"149","97","488","2006-02-13 17:14:10"
"150","46","1406","2002-01-04 00:27:26"
"151","61","1391","2022-01-18 13:48:38"
"152","9","649","1993-05-30 14:21:54"
"153","30","104","1974-05-17 11:31:55"
"154","43","922","1992-09-16 14:31:55"
"155","13","1882","1986-08-22 16:17:35"
"156","63","409","2020-05-20 13:25:28"
"157","95","1182","2022-02-24 12:18:57"
"158","26","1149","2020-05-06 00:49:21"
"159","2","441","2007-07-02 13:36:26"
"160","0","451","2013-12-17 00:50:51"
"161","75","1355","2008-02-18 18:26:09"
"162","86","162","1990-10-04 05:27:18"
"163","59","1638","1983-01-24 08:13:05"
"164","90","1051","1974-03-23 14:06:46"
"165","86","580","1995-10-31 05:32:48"
"166","68","1566","2018-07-23 17:15:30"
"167","35","1945","1990-07-28 02:44:01"
"168","82","13","1996-09-30 02:49:59"
"169","25","222","1982-11-13 01:15:06"
"170","52","496","2001-01-09 20:54:31"
"171","38","186","2007-11-06 23:51:08"
"172","99","204","2013-10-07 00:16:31"
"173","48","1943","2011-11-25 15:31:10"
"174","66","1539","1972-01-02 02:49:25"
"175","18","451","2012-08-26 21:58:43"
"176","46","1854","1987-11-10 18:03:59"
"177","7","1879","2004-06-16 17:46:38"
"178","85","1758","2017-11-11 22:42:23"
"179","71","657","1992-03-27 20:32:15"
"180","22","820","1989-10-30 06:49:23"
"181","23","1769","2014-05-30 16:05:59"
"182","92","1178","1974-02-06 20:50:57"
"183","5","1974","2021-07-27 13:09:39"
"184","5","444","2000-09-06 05:16:35"
"185","65","1946","1983-04-04 08:38:38"
"186","42","1738","2000-06-18 21:03:12"
"187","18","220","2015-12-18 10:06:19"
"188","12","464","1973-10-28 17:40:40"
"189","17","403","1999-07-19 05:02:17"
"190","82","13","1972-07-20 19:00:33"
"191","79","1067","1991-05-01 11:39:53"
"192","53","1604","1981-02-14 13:16:48"
"193","3","1180","1983-01-22 19:09:27"
"194","63","25","2010-01-12 20:44:55"
"195","81","90","1990-11-18 19:34:01"
"196","88","211","2011-06-09 09:18:23"
"197","65","843","1986-03-08 21:27:08"
"198","19","1356","1980-02-01 03:36:21"
"199","35","1899","1991-01-18 14:09:52"
"200","27","82","1976-02-20 06:45:06"
"201","21","1734","1987-11-18 00:17:55"
"202","69","1587","1987-02-22 19:05:31"
"203","37","1155","1982-06-13 14:57:27"
"204","67","751","1997-07-15 20:19:06"
"205","6","1831","2009-06-27 20:03:12"
"206","9","128","2019-10-13 16:34:27"
"207","13","800","1988-10-12 21:36:02"
"208","48","1158","1995-09-09 06:18:10"
"209","65","1103","2017-07-25 00:35:57"
"210","94","1278","1998-12-01 15:55:33"
"211","20","1004","1978-01-06 16:02:25"
"212","82","919","1971-02-25 21:26:34"
"213","36","1334","2002-04-06 13:23:03"
"214","97","1755","1971-12-11 17:02:59"
"215","95","1939","1972-01-13 20:52:03"
"216","91","1182","1973-11-16 09:53:55"
"217","92","768","2009-03-02 21:31:58"
"218","26","1695","2016-05-26 05:43:31"
"219","48","1566","1999-01-24 21:53:17"
"220","70","1003","2012-08-28 02:13:18"
"221","74","316","2007-06-18 01:11:31"
"222","65","1784","1986-06-06 01:57:44"
"223","41","335","2010-12-19 20:38:14"
"224","78","1141","2022-04-18 20:01:51"
"225","44","1334","1989-11-23 04:50:20"
"226","73","261","2012-07-26 03:46:50"
"227","43","1285","1973-07-20 16:31:22"
"228","70","1982","1985-05-03 20:50:57"
"229","4","1932","1977-05-28 15:04:04"
"230","83","783","2002-03-25 01:16:48"
"231","46","198","1995-12-14 08:17:15"
"232","26","1322","1998-01-16 05:40:53"
"233","1","894","1994-09-04 05:57:07"
"234","21","1798","1971-11-02 17:15:16"
"235","26","1591","1984-07-28 16:25:36"
"236","38","44","2006-11-23 18:56:45"
"237","99","1919","2001-05-22 13:35:37"
"238","27","1706","1984-08-26 13:32:37"
"239","96","586","1977-09-26 02:28:53"
"240","77","1001","1994-10-17 18:35:48"
"241","72","1063","2002-08-07 00:05:07"
"242","36","586","2005-12-02 16:06:03"
"243","29","257","2002-08-11 12:30:16"
"244","23","1937","2009-03-16 00:51:25"
"245","60","709","2010-03-16 22:44:53"
"246","39","1112","1977-05-14 09:40:59"
"247","52","1","2013-02-12 14:41:29"
"248","16","1381","1989-08-29 10:32:47"
"249","18","1004","1971-09-04 22:22:30"
"250","54","748","1996-10-30 15:39:07"
"251","7","530","1996-08-13 07:00:59"
"252","25","185","1992-01-01 02:51:25"
"253","12","830","1992-06-30 14:11:31"
"254","83","604","1989-09-10 18:34:14"
"255","65","1697","2002-01-09 20:57:28"
"256","70","452","1997-06-28 11:59:49"
"257","69","1262","2005-03-18 09:21:41"
"258","83","760","1992-04-20 18:02:21"
"259","41","1230","1970-03-28 18:56:56"
"260","70","1805","1996-03-23 07:31:40"
"261","72","1038","1991-03-11 23:12:04"
"262","89","1676","1976-01-17 21:34:25"
"263","82","160","1975-02-09 03:43:56"
"264","3","480","2017-11-21 17:03:01"
"265","95","616","1998-09-26 17:55:41"
"266","59","1524","1978-11-28 20:39:51"
"267","5","1517","2000-01-13 07:39:05"
"268","16","792","1994-07-28 19:57:51"
"269","30","457","2006-03-26 02:12:49"
"270","26","914","1994-02-12 07:17:43"
"271","46","169","2010-05-25 13:11:24"
"272","97","1270","1994-02-10 05:46:39"
"273","98","873","1976-01-31 18:18:54"
"274","78","387","1976-12-15 17:49:14"
"275","65","1232","1994-11-12 23:37:00"
"276","39","1734","2000-09-17 06:16:55"
"277","19","139","2010-10-14 05:22:16"
"278","93","43","2017-10-22 20:35:58"
"279","61","1821","1977-07-14 00:57:43"
"280","94","734","1976-01-28 20:20:27"
"281","91","215","1999-01-26 23:14:19"
"282","19","1730","1977-02-22 17:18:40"
"283","89","1559","1975-07-26 05:18:12"
"284","67","1703","1996-10-14 12:35:20"
"285","5","315","2020-12-08 16:25:47"
"286","3","1487","1994-07-29 20:48:35"
"287","17","1638","2007-07-01 11:16:39"
"288","57","1516","1998-08-07 09:39:48"
"289","93","1536","1992-01-30 22:20:25"
"290","16","1586","2006-04-05 12:00:29"
"291","12","805","1989-11-23 16:24:56"
"292","51","1605","2019-10-25 04:12:28"
"293","42","544","2007-01-11 05:42:17"
"294","14","1642","1982-08-26 01:38:10"
"295","14","730","2000-01-10 18:11:30"
"296","92","1138","1993-04-03 03:56:53"
"297","50","1438","1974-11-08 17:24:29"
"298","27","1581","2004-02-11 17:44:14"
"299","47","1980","1999-02-13 21:20:22"
"300","47","1027","2017-08-29 03:22:04"
"301","35","492","1995-10-16 04:12:40"
"302","7","1409","1972-02-27 13:23:15"
"303","46","1230","1981-11-06 16:13:54"
"304","55","1256","2002-08-19 08:36:24"
"305","42","501","2004-07-04 15:51:40"
"306","18","11","1970-10-25 08:28:17"
"307","14","1391","1976-10-07 12:45:34"
"308","48","1371","2001-10-01 10:29:40"
"309","0","1217","1984-05-22 16:17:20"
"310","31","1199","2023-04-13 19:22:05"
"311","59","1812","1986-03-23 03:44:49"
"312","47","1430","1990-10-08 01:38:51"
"313","27","36","1972-01-23 09:09:51"
"314","35","163","1987-02-06 00:10:08"
"315","26","61","2022-05-13 16:57:06"
"316","80","1251","1972-07-08 01:55:51"
"317","95","1393","2000-10-14 05:31:51"
"318","88","275","2019-07-23 12:28:37"
"319","91","1069","1971-11-28 15:27:48"
"320","63","1982","1990-06-22 19:15:56"
"321","90","1800","2011-01-22 01:02:40"
"322","17","1044","1997-05-24 19:42:03"
"323","91","365","2019-08-03 16:41:31"
"324","30","960","1987-09-08 06:46:18"
"325","53","917","1992-05-19 16:29:36"
"326","20","477","2001-05-20 20:20:05"
"327","50","1520","1989-02-21 17:47:46"
"328","78","430","2012-08-18 20:50:11"
"329","31","79","2022-07-14 22:47:24"
"330","44","807","1993-01-05 03:09:21"
"331","16","1697","1982-07-15 16:22:30"
"332","32","110","2011-10-19 00:32:25"
"333","75","521","1995-11-29 19:05:56"
"334","92","1781","1995-08-22 13:41:20"
"335","9","951","1999-12-27 15:22:28"
"336","67","1809","1991-04-09 10:59:44"
"337","30","634","1982-01-18 14:30:31"
"338","8","929","1999-08-18 06:09:18"
"339","80","434","2011-10-04 22:45:55"
"340","86","1265","1973-05-06 15:23:10"
"341","14","1805","1994-11-17 05:32:19"
"342","3","1800","1972-01-30 15:31:11"
"343","94","1984","1979-01-11 18:18:12"
"344","42","186","1991-07-08 08:56:54"
"345","95","829","1985-07-30 12:02:01"
"346","44","1578","1994-12-26 01:27:37"
"347","24","221","2006-10-05 14:37:52"
"348","85","1003","2002-03-04 21:10:50"
"349","71","1784","1981-06-06 19:05:10"
"350","53","15","1974-09-21 03:23:43"
"351","55","1283","1997-07-19 19:42:16"
"352","47","1945","2023-03-18 05:20:59"
"353","70","174","2015-06-22 09:02:45"
"354","66","1958","2004-08-11 22:20:22"
"355","50","295","1992-12-30 18:43:58"
"356","83","1501","1990-08-20 07:38:18"
"357","98","429","2001-08-17 01:02:34"
"358","8","1304","1985-07-21 09:03:59"
"359","48","333","1990-10-17 18:48:11"
"360","46","700","1990-12-03 05:00:44"
"361","9","1991","1972-05-31 11:47:35"
"362","18","501","2017-05-08 03:31:02"
"363","87","208","1983-01-22 05:55:40"
"364","67","199","2003-02-28 21:31:56"
"365","22","781","2013-08-13 10:22:45"
"366","44","1923","2021-12-15 08:13:45"
"367","88","1350","2006-12-23 11:35:49"
"368","20","1782","1972-12-16 05:41:41"
"369","58","506","1990-11-20 00:13:02"
"370","4","1043","2018-09-09 07:54:05"
"371","64","1748","1989-03-13 14:41:44"
"372","16","1386","1996-08-15 10:13:56"
"373","25","1472","2017-02-08 07:18:05"
"374","49","666","1994-11-09 17:39:54"
"375","38","1567","1998-12-29 21:53:38"
"376","71","1600","2003-11-02 22:33:56"
"377","94","794","2019-10-02 13:25:31"
"378","48","383","1976-05-11 19:01:44"
"379","39","1943","1977-01-03 19:31:05"
"380","33","787","1980-08-15 05:57:36"
"381","41","903","1971-06-13 20:26:10"
"382","75","1647","1990-03-20 05:22:22"
"383","75","1526","1975-09-21 01:39:38"
"384","25","1965","1989-10-28 01:40:31"
"385","41","1077","2020-05-09 02:43:41"
"386","34","769","2007-05-15 08:19:08"
"387","67","1680","1985-03-23 11:49:37"
"388","87","1089","1992-07-28 13:37:53"
"389","7","1572","2019-11-22 03:56:39"
"390","95","1419","1993-04-15 14:03:35"
"391","94","1963","1991-10-14 08:23:40"
"392","70","1956","1974-11-02 23:04:28"
"393","89","1553","1999-04-06 18:14:41"
"394","23","672","1994-01-15 00:32:35"
"395","22","173","2016-09-20 23:59:46"
"396","95","1431","2017-12-24 23:33:00"
"397","17","913","1976-02-01 01:25:29"
"398","25","432","2006-03-24 21:21:37"
"399","44","1106","1972-05-24 03:31:04"
"400","31","848","2022-10-27 12:11:39"
"401","48","282","1976-06-18 03:56:41"
"402","15","1785","2010-12-14 09:10:16"
"403","15","891","1992-06-14 07:32:57"
"404","75","1473","1983-05-16 18:07:57"
"405","55","459","2006-02-19 09:28:14"
"406","90","1902","1993-03-03 00:30:25"
"407","65","1490","2006-11-30 04:30:54"
"408","56","1991","2007-06-03 00:08:25"
"409","21","101","2011-11-03 03:49:52"
"410","14","1129","1989-06-30 17:10:07"
"411","90","1891","1974-03-22 06:08:51"
"412","60","862","2015-04-06 22:24:38"
"413","20","1849","1977-04-30 19:10:00"
"414","70","396","1977-04-04 13:56:45"
"415","52","126","2003-08-30 07:59:40"
"416","28","1007","1996-06-26 09:44:48"
"417","2","1019","1997-07-16 03:37:51"
"418","84","1754","2000-02-13 01:26:14"
"419","81","1572","1999-12-31 07:30:25"
"420","42","983","2016-07-30 20:17:40"
"421","97","1037","1971-10-29 19:31:54"
"422","8","1445","1988-03-11 16:41:11"
"423","1","909","1993-12-07 22:06:21"
"424","66","859","2022-06-02 11:04:35"
"425","21","1483","2004-09-16 02:23:53"
"426","47","1842","1984-12-20 20:05:08"
"427","24","316","1995-12-23 19:08:46"
"428","89","790","2022-12-15 15:06:44"
"429","91","109","2010-07-31 09:56:06"
"430","69","1389","2010-01-28 17:08:24"
"431","98","228","1970-09-08 02:38:23"
"432","99","515","2005-04-13 23:01:30"
"433","30","295","2008-02-17 09:41:16"
"434","59","1316","2017-07-25 11:33:23"
"435","99","1717","1991-08-10 08:55:17"
"436","1","1004","2005-11-22 17:37:36"
"437","48","1195","2002-08-22 11:33:26"
"438","78","1599","1994-10-10 05:56:21"
"439","68","1639","2003-08-25 08:23:17"
"440","85","113","1998-03-17 02:47:52"
"441","60","505","1990-10-25 14:42:29"
"442","63","1929","1988-07-04 04:37:30"
"443","21","1507","2009-03-20 01:35:03"
"444","90","250","1974-07-05 22:00:52"
"445","74","15","1992-07-09 23:31:27"
"446","88","751","2018-06-06 12:13:30"
"447","13","1318","1993-04-22 22:48:35"
"448","33","1032","2022-02-19 00:24:23"
"449","65","1591","1972-08-14 22:57:41"
"450","62","401","2021-02-11 19:13:56"
"451","80","407","1980-01-19 04:34:54"
"452","80","1413","1973-01-08 20:01:47"
"453","3","1450","1998-05-15 13:58:25"
"454","38","457","1979-05-14 22:46:49"
"455","9","1030","1994-11-17 17:46:44"
"456","12","1752","2007-12-03 20:59:44"
"457","2","1167","1989-02-06 00:48:07"
"458","87","1687","2010-08-15 00:55:20"
"459","93","472","2017-08-19 05:50:57"
"460","53","1813","1979-06-05 17:37:09"
"461","65","1593","2006-04-11 07:05:28"
"462","63","315","1997-07-25 22:20:49"
"463","72","1547","2015-11-11 20:49:21"
"464","39","179","2014-02-11 20:58:18"
"465","69","787","2015-08-17 14:38:01"
"466","79","746","1997-01-21 20:42:50"
"467","28","1899","1998-02-03 17:38:24"
"468","4","1045","1972-02-12 18:46:58"
"469","50","1601","2022-01-27 16:19:40"
"470","72","1208","2000-10-22 03:55:07"
"471","41","1223","1981-11-06 15:13:35"
"472","56","1208","2015-02-03 01:57:36"
"473","66","192","1998-04-20 08:13:51"
"474","57","1831","2008-01-09 13:10:06"
"475","34","1821","1985-09-15 08:09:10"
"476","4","36","1981-10-09 10:21:47"
"477","81","1215","1990-05-29 10:21:06"
"478","35","1916","1992-01-13 17:51:59"
"479","10","1400","1998-10-13 04:46:06"
"480","90","22","2006-03-11 16:21:11"
"481","77","265","2000-12-13 08:30:55"
"482","56","441","2015-05-16 04:53:55"
"483","1","1086","1985-09-12 04:18:52"
"484","75","389","1972-12-22 19:29:24"
"485","78","265","1982-10-02 15:38:27"
"486","69","748","2013-04-07 00:59:54"
"487","70","137","1975-09-13 10:29:55"
"488","61","950","2020-08-23 03:05:49"
"489","34","677","1992-01-21 04:08:47"
"490","16","432","1988-07-30 05:48:32"
"491","67","1889","2011-01-02 06:44:49"
"492","35","113","2020-04-06 19:56:52"
"493","81","387","2008-08-21 04:17:57"
"494","47","1656","2009-12-13 19:06:29"
"495","0","730","1992-06-07 20:29:08"
"496","19","729","2013-06-01 10:36:35"
"497","57","625","2006-03-17 04:50:31"
"498","62","1824","2015-12-12 23:02:09"
"499","91","1071","1976-08-07 22:46:43"
"500","59","51","2007-06-30 16:43:05"
"501","60","269","2013-04-24 23:36:53"
"502","50","1784","2019-09-06 13:07:28"
"503","35","1116","2007-10-25 06:20:08"
"504","30","168","1975-09-24 08:02:43"
"505","0","982","1982-10-04 11:23:48"
"506","9","909","2012-07-30 09:19:29"
"507","68","1431","1985-12-26 15:09:06"
"508","63","86","2005-11-01 04:04:43"
"509","36","1245","1995-04-20 22:32:02"
"510","46","1913","1975-06-28 15:50:23"
"511","13","1955","1989-04-16 21:34:43"
"512","11","1728","1974-06-24 19:07:37"
"513","43","223","1996-08-29 00:34:39"
"514","24","1813","2015-10-11 18:07:42"
"515","85","1336","2010-03-29 22:37:51"
"516","88","830","1981-07-28 21:17:42"
"517","85","1769","2006-12-26 09:27:35"
"518","24","92","1998-04-13 20:49:20"
"519","96","915","2003-11-30 06:14:04"
"520","91","10","1972-06-02 04:36:42"
"521","64","929","1973-03-25 05:44:55"
"522","99","1305","1991-02-12 11:26:55"
"523","43","1988","1997-12-16 14:48:33"
"524","22","611","2003-07-30 00:25:50"
"525","42","540","2018-09-20 08:50:33"
"526","21","1899","2020-07-03 14:26:15"
"527","51","1302","2014-01-30 15:18:37"
"528","48","315","1973-02-17 09:30:37"
"529","18","1064","1970-02-22 02:35:05"
"530","8","10","1974-05-18 08:46:32"
"531","70","205","2011-07-16 22:26:22"
"532","9","1259","2002-10-31 23:36:34"
"533","56","700","1982-09-23 20:26:53"
"534","95","1594","2009-08-22 08:48:26"
"535","88","1472","1994-12-19 12:48:39"
"536","11","239","1987-11-20 02:20:32"
"537","22","1915","1972-12-05 05:37:09"
"538","43","1470","1975-03-09 13:28:30"
"539","11","1236","1998-02-18 20:47:22"
"540","25","1597","2014-06-10 21:29:30"
"541","43","375","2007-11-19 10:38:04"
"542","5","600","1982-11-17 02:24:46"
"543","15","579","2020-07-21 01:40:24"
"544","80","1414","2019-01-17 11:31:55"
"545","75","314","2014-09-24 19:08:41"
"546","57","1435","1982-01-19 12:42:55"
"547","96","620","2013-08-21 16:59:03"
"548","51","1919","2023-04-07 05:19:12"
"549","67","163","2009-09-15 03:39:33"
"550","16","1755","1977-12-19 04:27:13"
"551","68","1259","1995-08-04 14:30:18"
"552","81","331","2015-07-12 18:53:24"
"553","70","1043","1999-04-15 12:06:23"
"554","56","1442","2011-03-31 05:31:58"
"555","61","933","1972-08-22 00:27:45"
"556","9","279","2022-07-29 07:45:55"
"557","6","1436","1978-04-21 05:53:30"
"558","37","1501","1977-06-14 16:03:19"
"559","12","1958","1995-07-31 08:01:10"
"560","62","162","1971-09-27 12:42:25"
"561","65","718","1999-12-07 20:50:52"
"562","54","1266","1984-01-11 03:23:47"
"563","78","775","2018-05-06 01:59:29"
"564","71","312","2009-02-19 03:47:04"
"565","14","1624","2002-12-08 11:43:32"
"566","79","451","1986-01-02 03:12:32"
"567","74","1518","1993-10-03 23:01:04"
"568","50","1436","1988-01-20 21:42:58"
"569","12","1326","1998-05-01 09:11:58"
"570","40","476","2021-12-19 21:28:26"
"571","6","1377","2022-10-17 09:13:36"
"572","88","831","1985-01-16 03:09:46"
"573","58","550","2014-10-27 12:30:18"
"574","1","1144","1995-04-14 21:30:53"
"575","15","1917","1985-04-16 21:52:33"
"576","98","1447","2022-05-10 15:06:51"
"577","21","1913","2021-12-02 21:39:51"
"578","66","1108","1994-10-18 19:57:22"
"579","72","1253","1977-07-29 06:37:40"
"580","73","913","1980-05-23 22:33:05"
"581","43","1283","1990-07-25 02:53:34"
"582","82","599","1982-04-23 13:47:07"
"583","25","1219","2014-04-18 00:23:40"
"584","65","220","1979-06-27 16:12:44"
"585","61","1306","2006-12-30 13:15:01"
"586","19","1194","1976-03-02 22:05:10"
"587","1","1065","1999-06-23 16:58:09"
"588","67","6","1970-12-10 21:06:34"
"589","70","1431","1989-03-29 22:58:17"
"590","22","1121","2022-01-27 05:13:26"
"591","62","1781","1972-06-03 17:48:18"
"592","56","455","1996-09-02 12:24:14"
"593","69","818","2017-08-09 14:19:41"
"594","18","1958","1980-01-15 23:00:05"
"595","38","904","1972-06-09 02:46:00"
"596","40","36","2023-08-05 19:13:09"
"597","12","1094","1976-11-24 19:18:15"
"598","16","1116","1985-08-26 08:38:51"
"599","31","1713","1997-05-01 01:45:38"
"600","64","1838","1976-07-19 09:43:10"
"601","67","625","1988-01-17 04:56:14"
"602","34","1948","2014-10-27 07:33:47"
"603","80","1626","1978-06-24 20:22:28"
"604","41","1332","1979-02-24 05:53:01"
"605","68","1082","2019-08-22 11:07:43"
"606","59","1633","1992-04-22 14:06:03"
"607","30","1954","2012-08-04 01:34:24"
"608","16","1507","1986-10-25 03:53:24"
"609","64","31","1990-06-23 14:04:09"
"610","70","1138","1976-04-28 22:18:25"
"611","94","51","2009-11-07 00:53:22"
"612","71","161","1998-04-02 06:11:41"
"613","71","1764","1971-02-28 23:19:52"
"614","34","1923","2023-03-14 03:40:30"
"615","9","906","2012-06-15 17:22:21"
"616","17","708","1985-04-29 07:44:36"
"617","80","1233","1980-04-13 04:46:02"
"618","83","1487","1995-07-28 07:28:52"
"619","2","1817","1985-04-10 00:10:54"
"620","55","697","1975-10-15 10:03:51"
"621","80","1193","1973-09-09 20:55:47"
"622","35","495","1989-01-15 18:06:50"
"623","78","1283","1985-10-17 06:02:45"
"624","59","938","2013-12-12 03:47:02"
"625","89","1480","2017-04-02 19:58:51"
"626","58","1172","2019-08-12 01:16:54"
"627","15","1169","1997-05-12 11:57:36"
"628","68","1102","2015-08-18 22:54:42"
"629","4","1095","2022-02-24 10:06:35"
"630","39","1202","1990-02-04 03:21:09"
"631","40","1039","2017-07-04 17:19:25"
"632","42","1178","2022-08-29 05:53:06"
"633","49","661","2014-01-29 00:40:19"
"634","68","31","2000-11-21 06:26:32"
"635","52","600","2012-11-09 07:28:13"
"636","92","1717","1993-12-11 14:30:07"
"637","71","11","2015-10-29 00:47:27"
"638","58","894","1976-09-05 05:12:43"
"639","20","1336","1981-02-05 02:00:54"
"640","36","1304","2023-09-09 10:19:14"
"641","24","1596","2021-02-14 12:08:59"
"642","26","1352","2015-08-23 11:31:54"
"643","22","191","2022-05-28 11:24:44"
"644","26","965","1999-02-27 01:40:14"
"645","98","672","1988-04-05 14:17:18"
"646","69","676","1996-05-21 22:14:41"
"647","50","730","2005-10-29 09:15:18"
"648","83","1470","1971-03-25 21:56:36"
